date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
2017-12-18,Moderate,2,Moderate,2,Low,1,"Fresh storm slabs may bond poorly to chunky, variable crusts. Watch for how the new snow is bonding to the old surface."
2017-12-19,Considerable,3,Moderate,2,Low,1,"Fresh storm slabs may bond poorly to the latest melt-freeze crust in the North Shore mountains - watch for how the new snow is bonding to the old surface. Farther north, be alert for signs of instability in the alpine."
2017-12-20,Considerable,3,Moderate,2,Low,1,On the North Shore the new snow has been showing signs of poor bonding to the recent crust surface. Further north in alpine terrain watch for fresh wind slabs on lee-loaded and cross-loaded slopes.
2017-12-21,Considerable,3,Moderate,2,Low,1,"Winds are redistributing the recent storm snow at upper treeline and alpine elevations. Watch for areas of wind-affected ""chalky"" or ""pillowy"" snow."
2017-12-22,Considerable,3,Moderate,2,Low,1,"Winds are redistributing the recent storm snow at upper treeline and alpine elevations. Watch for areas of wind-affected ""chalky"" or ""pillowy"" snow."
2017-12-23,Moderate,2,Low,1,Low,1,"Winds have redistributed the recent storm snow at upper treeline and alpine elevations. Watch for areas of wind-affected, ""pillowy"" or hollow drum-like sounding snow."
2017-12-24,Moderate,2,Low,1,Low,1,"Winds have redistributed the recent storm snow at upper treeline and alpine elevations. Watch for areas of wind-affected, ""pillowy"" or hollow drum-like sounding snow."
2017-12-25,Moderate,2,Low,1,Low,1,"It may have been a white Christmas, but don't expect much change until we ho, ho, hopefully see some appreciable precipitation later in the week."
2017-12-26,Moderate,2,Low,1,Low,1,"It may have been a white Christmas, but don't expect much change until we ho, ho, hopefully see some appreciable precipitation later in the week."
2017-12-27,Considerable,3,Considerable,3,Moderate,2,Posted danger ratings are for Thursday morning. The avalanche danger is forecast to increase throughout the day and will likely become HIGH by the afternoon.
2017-12-28,Considerable,3,Considerable,3,Moderate,2,Posted danger ratings are for Thursday morning. The avalanche danger is forecast to increase throughout the day and will likely become HIGH by the afternoon.
2017-12-29,Considerable,3,Considerable,3,Moderate,2,"This forecast is based on 25 to 40 cm of snow falling Friday night. If most of the precipitation falls as rain, these danger ratings will be one step too high. Assuming its snow that comes, we need to give the new snow a day to settle and stabilize."
2017-12-30,Considerable,3,Considerable,3,Moderate,2,"This forecast is based on 25 to 40 cm of snow falling Friday night. If most of the precipitation falls as rain, these danger ratings will be one step too high. Assuming its snow that comes, we need to give the new snow a day to settle and stabilize."
2017-12-31,Moderate,2,Low,1,Low,1,"Wind loaded slopes near ridge crest may still harbor a human trigger-able storm slab, especially where the snow has been formed into a stiffer slab by the wind."
2018-01-01,Moderate,2,Moderate,2,Moderate,2,Watch for small loose wet avalanches on sun exposed slopes Monday and avoid terrain traps like gulleys and creek bottoms at all elevations where the consequences of a small avalanche could be serious.
2018-01-02,Moderate,2,Low,1,Low,1,"Continued warm temperatures should allow the snowpack to further settle and stabilize, but small storm slabs in more extreme terrain may still be an issue. Watch for the odd loose wet avalanche on steep solar aspects in the afternoon too."
2018-01-03,Moderate,2,Low,1,Low,1,"Continued warm temperatures should allow the snowpack to further settle and stabilize, but small storm slabs in more extreme terrain may still be an issue. Watch for the odd loose wet avalanche on steep solar aspects in the afternoon too."
2018-01-04,Low,1,Low,1,Low,1,Low avalanche danger doesn't necessarily equate to no avalanche danger. The odd small wind slab may still be human triggerable in more extreme terrain. The picture should start to change on Saturday as storm snow returns to the South Coast.
2018-01-05,Moderate,2,Moderate,2,Moderate,2,"Heavy rainfall at all elevations Thursday night and Friday is expected to make travel conditions rather miserable, and may induce a round of natural avalanche activity."
2018-01-06,Moderate,2,Low,1,Low,1,"Avalanche danger is expected to remain low for the North Shore mountains, but wet avalanches may still be problematic in the higher elevation alpine terrain of the Squamish area."
2018-01-07,Moderate,2,Moderate,2,Low,1,Forecast precipitation is due to fall as snow. Avalanche danger will increase as the snowfall begins to accumulate in the coming days.
2018-01-08,High,4,High,4,Moderate,2,"There is uncertainty whether forecast heavy precipitation will come as rain or snow. Certainly where it is all falling as snow, the avalanche danger will be HIGH."
2018-01-09,Considerable,3,Considerable,3,Moderate,2,"25 to 30 cm of warm snow is expected Monday night. Human triggered avalanches are likely Tuesday, especially in steep wind-loaded terrain above treeline. Choose conservative lines and watch for clues of instability."
2018-01-10,Considerable,3,Moderate,2,Low,1,"Human triggered avalanches remain likely Wednesday, especially in steep wind-loaded terrain above treeline. Choose conservative lines and watch for clues of instability."
2018-01-11,High,4,High,4,Moderate,2,Up to 30 cm of snow is expected on Thursday with strong southwest wind. Take a very conservative approach to your day and avoid all avalanche terrain during periods of heavy loading.
2018-01-12,Considerable,3,Considerable,3,Moderate,2,"If the sun comes out on Saturday, the Avalanche Danger may rise to HIGH."
2018-01-13,High,4,Considerable,3,Moderate,2,Temperatures of up to 10C are expected. This will destabilize surface snow and could also release storm slab avalanches at higher elevations.
2018-01-14,Considerable,3,Considerable,3,Moderate,2,Continued warm temperatures will make the snow surface moist and primed for loose wet avalanches on steep terrain.
2018-01-15,Considerable,3,Considerable,3,Moderate,2,Continued warm temperatures will make the snow surface moist and primed for loose wet avalanches on steep terrain.
2018-01-16,Considerable,3,Considerable,3,Considerable,3,"Rain mixed with heavy snow and strong winds are expected during the forecast period. At upper elevations new snow will form touchy storm slabs.  At lower elevations, loose wet and wet slab avalanches will be a concern on rain-soaked, steep slopes."
2018-01-17,Moderate,2,Moderate,2,Moderate,2,"Heavy rain is expected for Wednesday however, if the forecasted precipitation falls as snow, the avalanche hazard will increase.  Keep an eye on freezing levels and watch for new storm slabs if the rain turns to snow."
2018-01-18,High,4,High,4,Considerable,3,"A wet, wild winter storm system with heavy precipitation, strong winds and mild temperatures is increasing the avalanche hazard. Avoid areas that receive heavy loading from snow and wind until the new snow has had a chance to settle."
2018-01-19,Considerable,3,Considerable,3,Moderate,2,"Snow and wind are expected to continue however, there is some uncertainty as to just how much snowfall some areas will see. If trail breaking is deep and heavy, storm slabs have likely formed - stick to moderate terrain."
2018-01-20,High,4,High,4,Considerable,3,Friday was a day of rapid change and increasing avalanche hazard due to intense snowfall and windloading.  This trend will continue with wind and heavy snow expected for the weekend. Stick to simple terrain until the new snow has had time to settle.
2018-01-21,High,4,High,4,High,4,"With heavy snow and high winds in the forecast, Sunday looks like a great day to enjoy the resort. Or stick to simple, low-angle terrain free of overhead hazard if you choose to venture into the backcountry."
2018-01-22,High,4,Considerable,3,Considerable,3,Heavy storm loading throughout the week will keep the avalanche danger at HIGH.
2018-01-23,High,4,Considerable,3,Moderate,2,Continued heavy storm loading throughout the week will keep the avalanche danger at HIGH.
2018-01-24,High,4,Considerable,3,Moderate,2,New snow and wind are creating deeper and increasingly destructive storm slabs ripe for human triggering. Sticking to simple terrain would be a great way to manage the elevated hazard on Wednesday.
2018-01-25,High,4,Considerable,3,Moderate,2,New snow and wind are creating deeper and increasingly destructive storm slabs ripe for human triggering. Sticking to simple terrain would be a great way to manage the elevated hazard on Thursday.
2018-01-26,Considerable,3,Moderate,2,Low,1,"Recently formed storm slabs may still be reactive to human triggers, especially in wind effected areas at treeline and above."
2018-01-27,High,4,High,4,High,4,Natural avalanche cycle expected on Sunday. Travel in avalanche terrain not recommended.
2018-01-28,High,4,High,4,High,4,Natural avalanche cycle expected on Sunday. Travel in avalanche terrain not recommended.
2018-01-29,High,4,Considerable,3,Moderate,2,Rain will bring loose wet avalanche problems to the fore on Monday. Thick storm slabs may continue to build at high alpine elevations.
2018-01-30,Considerable,3,Moderate,2,Moderate,2,Another dose of new snow for all elevations as the storm tapers and temperatures cool. Watch for new snow that feels stiff or slabby from wind effect and increase caution in the alpine where the storm delivered heaps of new snow instead of rain.
2018-01-31,Considerable,3,Considerable,3,Moderate,2,"Significant accumulations of new snow are expected on Wednesday and Thursday. If winds are strong, the avalanche Danger may be HIGH."
2018-02-01,Considerable,3,Considerable,3,Moderate,2,"Significant accumulations of new snow are expected on Wednesday and Thursday. If winds are strong, the avalanche Danger may be HIGH."
2018-02-02,High,4,Considerable,3,Moderate,2,Friday's forecast calls for steady precipitation and rising freezing levels. This is a great recipe for avalanche activity.
2018-02-03,Moderate,2,Moderate,2,Low,1,Warm temperatures and light rain will destabilize surface snow layers. Manage your terrain use carefully and avoid terrain traps.
2018-02-04,Moderate,2,Moderate,2,Low,1,Warm temperatures and rain will make for heavy riding conditions. Manage your terrain use carefully and avoid terrain traps.
2018-02-05,Low,1,Low,1,Low,1,Warm temperatures and rain have created difficult riding conditions: heavy down low and icy/crusty up high.
2018-02-06,Low,1,Low,1,Low,1,Warm temperatures and rain have created difficult riding conditions: heavy down low and icy/crusty up high.
2018-02-07,Moderate,2,Moderate,2,Moderate,2,"Forecast rain, snow and fluctuating freezing levels are the name of the game. Heads up as the avalanche danger increases with this new load."
2018-02-08,Moderate,2,Moderate,2,Moderate,2,Avalanche danger remains elevated with warm temperatures and high freezing levels through Thursday.
2018-02-09,Moderate,2,Low,1,Low,1,"The first hit of sunshine could trigger storm slabs and loose snow avalanches from steeper, alpine features."
2018-02-10,Moderate,2,Low,1,Low,1,A spike in natural avalanche activity may occur due to strong solar effect.
2018-02-11,Moderate,2,Low,1,Low,1,Cooling temperatures have formed a thick crust that extends into the alpine.  At upper alpine elevations pockets of wind slab may exist and will likely be poorly bonded to the underlying crust.
